eatery_name,block,building_name,street_name,postal_code,floor_no,unit_no,address_type,description,hyperlink,photo_url,lon,lat,geometry
BreadTalk - Plaza Singapura,68,Plaza Singapura,Orchard Road,238839,1,23,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84504758088113,1.3007477084715486,POINT (103.84504758088113 1.3007477084715486)
BreadTalk - Raffles City,252,Raffles City,North Bridge Road,179103,B1,44A,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85276833238656,1.2937602787541738,POINT (103.85276833238656 1.2937602787541738)
BreadTalk - Resort World Sentosa,26,Resort World Sentose,Sentosa Gateway,098138,B1,"203, 204",B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81945896047802,1.2565734861059084,POINT (103.81945896047802 1.2565734861059084)
BreadTalk - Serangoon NEX,23,Serangoon NEX,Senrangoon Central,556083,B2,"58, 59",B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87170454944983,1.3504381717743241,POINT (103.87170454944983 1.3504381717743241)
BreadTalk - Singapore Cruise Centre,1,Singapore Cruise Centre,Maritime Square,099253,2,20,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8187325655546,1.2620633642070416,POINT (103.8187325655546 1.2620633642070416)
BreadTalk - Tampines Central,4,Tampines Central,Tampines Central 5,529510,1,32,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94438798732376,1.3526723159069913,POINT (103.94438798732376 1.3526723159069913)
BreadTalk - Tiong Bahru Plaza,302,Tiong Bahru Plaza,Tiong Bahru Road,168732,1,110,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82693508428726,1.2864634531868742,POINT (103.82693508428726 1.2864634531868742)
BreadTalk - Toa Payoh HDB Hub,530,Toa Payoh HDB Hub,Lorong 6 Toa Payoh,310530,1,4,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84703025161552,1.33221204519596,POINT (103.84703025161552 1.33221204519596)
BreadTalk - United Square,101,United Square,Thomson Road,307591,1,"75A, 76A",B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84346318597655,1.3173346298740773,POINT (103.84346318597655 1.3173346298740773)
BreadTalk - Vivo City,1,Vivocity,Harbourfront Walk,098585,B2,34,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82158925490758,1.2638958023182996,POINT (103.82158925490758 1.2638958023182996)
BreadTalk - Westgate,3,Westgate,Gateway Drive,608532,2,3,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74258601774642,1.3340252874545433,POINT (103.74258601774642 1.3340252874545433)
BreadTalk - Zhongshan Park,20,Zhongshan Park,Ah Hood Road,329984,1,"10, 13",B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84649087461517,1.327029906263838,POINT (103.84649087461517 1.327029906263838)
Brightaste Food Pte Ltd,8A,,Admiralty Street,757437,3,7,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81424738591886,1.4630356650457046,POINT (103.81424738591886 1.4630356650457046)
Burger King - Airport Terminal 1 (Viewing Mall East),80,Airport Terminal 1,Airport Bouvelard,819642,3,23,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98970726054196,1.3624910042910547,POINT (103.98970726054196 1.3624910042910547)
Burger King - Airport Terminal 1 Dep/Transit,81,Airport Terminal 1 Dep/Transit,Airport Bouvelard,819642,3,2,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98970726054196,1.3624910042910547,POINT (103.98970726054196 1.3624910042910547)
Burger King - Airport Terminal 3 Transit,65,Airport Terminal 3 Transit,Airport Bouvelard,819663,3,AF11,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98516965326814,1.3543707361736084,POINT (103.98516965326814 1.3543707361736084)
Burger King - Airport Terminal 4 Transit,30,Airport Terminal 4 Transit,Airport Bouvelard,819665,2,228,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98348280809512,1.3380081335893939,POINT (103.98348280809512 1.3380081335893939)
Burger King - Alexendra Retail Centre,460,Alexandra Retail Centre,Alexandra Road,119963,1,17,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80112695004563,1.2736765775460233,POINT (103.80112695004563 1.2736765775460233)
Burger King - ARTRA,12,ARTRA,Alexandra View,158741,1,"5, 6, 7",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81833148388831,1.290825123347375,POINT (103.81833148388831 1.290825123347375)
Burger King - Buona Vista Community Club,36,Buona Vista Community Club,Holland Drive,270036,1,2,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79261941701083,1.309258714606108,POINT (103.79261941701083 1.309258714606108)
Burger King - Changi Business Park,2,Changi Business Park,Changi Business Park Avenue 1,486015,1,5,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.96302401631051,1.335764055858203,POINT (103.96302401631051 1.335764055858203)
Burger King - Coastal PlayGrove,902,Coastal PlayGrove,East Coast Parkway,449874,1,"1, 1A",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89969291013443,1.296901686648829,POINT (103.89969291013443 1.296901686648829)
Burger King - Compass One,1,Compass One,Sengkang Square,545078,B1,"14, 14A",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89498003255373,1.3920941501822652,POINT (103.89498003255373 1.3920941501822652)
Burger King - Eastpoint Mall,3,Eastpoint Mall,Simei Street 6,528833,1,33,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95302450382567,1.3427061864390135,POINT (103.95302450382567 1.3427061864390135)
Burger King - Fernvale Woods,455,Fernvale Woods,Sengkang West Avenue,790455,1,"3, 4",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87119038428787,1.3918368808029495,POINT (103.87119038428787 1.3918368808029495)
Burger King - Heartbeat @Bedok,11,Heartbeat @ Bedok,Bedok North Street 1,469662,1,33,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.93162062157725,1.326984988484482,POINT (103.93162062157725 1.326984988484482)
Burger King - Heartland Mall Kovan,205,Heartland Mall Kovan,Hougang Street 21,530205,1,13,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88507992783312,1.3594966428273758,POINT (103.88507992783312 1.3594966428273758)
Burger King - HillV2,4,HillV2,Hillview Rise,667979,1,"6, 7",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.76417292313711,1.3626745061791175,POINT (103.76417292313711 1.3626745061791175)
Burger King - HomeTeamNS Bedok Clubhouse,900,HomeTeamsNS Bedok Clubhouse,Bedok North Road,479994,1,2,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.91932309981316,1.3415636366671024,POINT (103.91932309981316 1.3415636366671024)
Burger King - HomeTeamNS Khatib,2,HomeTeamNS Khatib,Yishun Walk,767944,1,"6, 7",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83110237007224,1.4147089144486298,POINT (103.83110237007224 1.4147089144486298)
Burger King - Hougang RiverCourt,377,Hougang RiverCourt,Hougang Street 32,530377,1,"1, 18",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89490700307842,1.362748512142884,POINT (103.89490700307842 1.362748512142884)
Burger King - Junction 9 Mall,18,Junction 9 Mall,Yishun Avenue 9,768897,2,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84160082547955,1.4330319727006144,POINT (103.84160082547955 1.4330319727006144)
Burger King - Jurong Point,63,Jurong Point,Jurong West Central 3,648331,B1,"54, 55",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.70535100057792,1.3393150339641773,POINT (103.70535100057792 1.3393150339641773)
Burger King - Kallang Leisure Park,5,Kallang Leisure Park,Stadium Walk,397693,1,43,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87615267039712,1.3022217711475137,POINT (103.87615267039712 1.3022217711475137)
Burger King - Keat Hong Community Club,2,Keat Hong Community Club,Choa Chu Kang Loop,680340,1,5,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.745498997207,1.3840983030698073,POINT (103.745498997207 1.3840983030698073)
Burger King - Kent Ridge Centre,1,Kent Ridge Centre,Lower Kent Ridge Road,117599,3,11,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7811856379497,1.295144165761264,POINT (103.7811856379497 1.295144165761264)
Burger King - KINEX,11,KINEX,Tanjong Katong Road,437157,1,"42, 43, 44",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89448052787543,1.3146921266899563,POINT (103.89448052787543 1.3146921266899563)
Burger King - Kitchener Complex,809,Kitchener Complex,French Road,200809,1,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.86200588093416,1.3083269960301922,POINT (103.86200588093416 1.3083269960301922)
Burger King - Marina Bay Link Mall,8A,Marina Bay Link Mall,Marina Boulevard,018984,B2,3,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85336966915415,1.2802382534625003,POINT (103.85336966915415 1.2802382534625003)
Burger King - Marina Square,6,Marina Square,Raffles Boulevard,039594,2,105,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85700734100752,1.2914552590652129,POINT (103.85700734100752 1.2914552590652129)
Burger King - NEX,23,NEX,Senrangoon Central,556083,B1,"30, 31",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87170454944983,1.3504381717743241,POINT (103.87170454944983 1.3504381717743241)
Burger King - Paya Lebar Square,60,Paya Lebar Square,Paya Lebar Road,409051,1,"40, 41, 42, 43",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89255060712385,1.3186757503744995,POINT (103.89255060712385 1.3186757503744995)
Burger King - SAFRA Choa Chu Kang,28,SAFRA Choa Chu Kang,Choa Chu Kang Drive,689964,1,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74712007914083,1.3885388455927774,POINT (103.74712007914083 1.3885388455927774)
Burger King - Seletar Mall,33,Seletar Mall,Sengkang West Avenue,797653,1,"9, 10, 11, 12, 13, 14",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87606765768867,1.3913930581561351,POINT (103.87606765768867 1.3913930581561351)
Burger King - Shaw Plaza,783,Shaw Plaza,Balestir Road,329783,,,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85099583756804,1.3252530150726967,POINT (103.85099583756804 1.3252530150726967)
Burger King - Suntec City,3,Sunctec City,Temasek Boulevard,038983,3,371,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85767549794905,1.2948790411732742,POINT (103.85767549794905 1.2948790411732742)
Burger King - Tampines Mall,4,Tampines Mall,Tampines Central,529510,1,"42, 43, 44",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94438798732376,1.3526723159069913,POINT (103.94438798732376 1.3526723159069913)
Burger King - Tampines Mart,5,Tampines Mart,Tampines Street 32,529284,2,"13, 14",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.95990645157045,1.354369812397913,POINT (103.95990645157045 1.354369812397913)
Burger King - The Clementi Mall,3155,The Clementi Mall,Commonwealth Aveneue West,129588,B1,"30, 31",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.76424820566152,1.3148532180225951,POINT (103.76424820566152 1.3148532180225951)
Burger King - The Woodgrove,30,The Woodgrove,Woodlands Avenue 1,739065,1,11,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7809169831884,1.4289876506787755,POINT (103.7809169831884 1.4289876506787755)
Burger King - Thomson Plaza,301,Thomson Plaza,Upper Thomson Road,574408,1,115,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83091978573026,1.3546690188205082,POINT (103.83091978573026 1.3546690188205082)
Burger King - Toa Payoh,530,Toa Payoh,Lorong 6 Toa Payoh,310530,1,5,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84703025161552,1.33221204519596,POINT (103.84703025161552 1.33221204519596)
Burger King - United Square Shopping Mall,101,United Square Shopping Mall,Thomson Road,307591,1,"2, 3",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84346318597655,1.3173346298740773,POINT (103.84346318597655 1.3173346298740773)
Gong Cha - Takashimaya,391A,Takashimaya,Orchard Road,238873,B2,8,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83467612926874,1.302424165528814,POINT (103.83467612926874 1.302424165528814)
Gong Cha - Toa Payoh,190,Toa Payoh,Lorong 6 Toa Payoh,310190,1,546,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84796542521939,1.3329756209903547,POINT (103.84796542521939 1.3329756209903547)
Gong Cha - TTSH,16,TTSH,Jalan Tan Tock Seng,308442,B1,3,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84779822638774,1.321397219569898,POINT (103.84779822638774 1.321397219569898)
Gong Cha - Westgate,3,Westgate,Gateway Drive,608532,2,27,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74258601774642,1.3340252874545433,POINT (103.74258601774642 1.3340252874545433)
Gong Cha - Woodlands MRT,30,Woodlands MRT,Woodlands Avenue 2,738343,B1,40,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7853259720631,1.4368143542863627,POINT (103.7853259720631 1.4368143542863627)
Good News Caf�,2,,Sims Close,387298,5,10,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87754432365419,1.3158345059056527,POINT (103.87754432365419 1.3158345059056527)
Good Old Days - Siloso Beach Walk,60,Siloso Beach Walk,Siloso Beach Walk,098997,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81707077108399,1.2516699224266767,POINT (103.81707077108399 1.2516699224266767)
Gourmetz - Wan Lee Road,6A,Wan Lee Road,Wan Lee Road,627938,,,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.70567209703674,1.3306592528282817,POINT (103.70567209703674 1.3306592528282817)
Grain,5,,Burn Road,369972,5,1,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88500840766446,1.3352466269429775,POINT (103.88500840766446 1.3352466269429775)
Greendot - Bedok Mall,311,Bedok Mall,New Upper Changi Road,467360,B2,"31, 32",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.92918207824476,1.3247936071073965,POINT (103.92918207824476 1.3247936071073965)
Greendot - Bugis Junction,80,Bugis Junction,Middle Road,188966,1,"71, 72",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85486704636195,1.2984696263699995,POINT (103.85486704636195 1.2984696263699995)
Greendot - Junction 8,9,Junction 8,Bishan Place,579837,B1,"24, 24A",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8484300826872,1.3501724268530262,POINT (103.8484300826872 1.3501724268530262)
Greendot - Mapletree Business City,20,Mapletree Business City,Pasir Panjang Kitchen Loft Road,117439,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7990648314607,1.2748274825366734,POINT (103.7990648314607 1.2748274825366734)
Greendot - NEX,23,NEX,Serangoon Central,556083,2,"K2, K3, K4",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87170454944983,1.3504381717743241,POINT (103.87170454944983 1.3504381717743241)
Greendot - Northpoint,930,Northpoint,Yishun Avenue 2,769098,1,45,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83577649668752,1.4296984796948546,POINT (103.83577649668752 1.4296984796948546)
Greendot - One Raffles Place,616,One Raffles Place,One Raffles Place,048616,3,23,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85098235178121,1.2843399348569469,POINT (103.85098235178121 1.2843399348569469)
Greendot - Paya Lebar Square,60,Paya Lebar Square,Paya Lebar Road,409051,2,"15, 16, 17",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89255060712385,1.3186757503744995,POINT (103.89255060712385 1.3186757503744995)
Greendot - Plaza Singapura,68,Plaza Singapura,Orchard Road,238839,B2,"52, 54",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84504758088113,1.3007477084715486,POINT (103.84504758088113 1.3007477084715486)
Greendot - Star Vista,1,Star Vista,Vista Exchange Green,138617,1,33,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78821453133682,1.306848817634402,POINT (103.78821453133682 1.306848817634402)
Greendot - VivoCity,1,VivoCity,Harbourfront Walk,098585,2,150,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82158925490758,1.2638958023182996,POINT (103.82158925490758 1.2638958023182996)
Hajjah Mariam - Westgate,743,Westgate,North Bridge Road,608532,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74258601774642,1.3340252874545433,POINT (103.74258601774642 1.3340252874545433)
Halia Catering - The Halia,8A,,Admiralty Street,757437,7,37,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81424738591886,1.4630356650457046,POINT (103.81424738591886 1.4630356650457046)
Harvest Catering,15,,Woodlands Loop,738322,2,30,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80914089275677,1.4486086232678637,POINT (103.80914089275677 1.4486086232678637)
HAWA Catering,8,,Kaki Bukit Road,417841,4,"37, 38",E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89864964350818,1.3378820364771935,POINT (103.89864964350818 1.3378820364771935)
HealthyPlatz - WIS@Changi,116,WIS @ Changi,Changi Road,419718,1,10,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90122420529742,1.3164945984906513,POINT (103.90122420529742 1.3164945984906513)
Heavenly Wang - 712 AMK,712,712 AMK,Ang Mo Kio Avenue 6,560712,1,456,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84708288400168,1.371409206430651,POINT (103.84708288400168 1.371409206430651)
Heavenly Wang - Bedok Heartbeat,11,Bedok Heartbeat,Bedok North Street 1,469662,1,32,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.93162062157725,1.326984988484482,POINT (103.93162062157725 1.326984988484482)
Heavenly Wang - Bukit Batok Home Team,2,Bukit Batok Home Team,Bukit Batok West Avenue 7,659003,1,9C,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74684712042657,1.3665069845433084,POINT (103.74684712042657 1.3665069845433084)
Heavenly Wang - Bukit Panjang Plaza,1,Bukit Panjang Plaza,Jalan Jelebu,677743,1,"53, 54",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7639618526176,1.3805173281591343,POINT (103.7639618526176 1.3805173281591343)
Heavenly Wang - Changi Airport T3,65,Changi Airport T3,Airport Bouvelard,819663,1,25,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98516965326814,1.3543707361736084,POINT (103.98516965326814 1.3543707361736084)
Heavenly Wang - Changi Airport Terminal 1 Transit,80,Changi Airport Terminal 1 Transit,Airport Bouvelard,819642,2,K8,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98970726054196,1.3624910042910547,POINT (103.98970726054196 1.3624910042910547)
Heavenly Wang - Changi Airport Terminal 2,60,Changi Airport Terminal 2,Airport Bouvelard,819643,1,"9, 10",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98875098124995,1.3551909404722244,POINT (103.98875098124995 1.3551909404722244)
Heavenly Wang - Coronation Plaza,587,Coronation Plaza,Bukit Timah Road,269707,1,1,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80999957225896,1.323835121382072,POINT (103.80999957225896 1.323835121382072)
Heavenly Wang - Hougang 1,1,Hougang 1,Hougang Street 91,538692,1,22,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87930002409627,1.3758499733850322,POINT (103.87930002409627 1.3758499733850322)
Heavenly Wang - Millenia Walk,9,Millenia Walk,Raffles Boulevard,039596,1,91,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85934397868044,1.2929650395968113,POINT (103.85934397868044 1.2929650395968113)
Heavenly Wang - Ng Teng Fong Hospital,1,Ng Teng Fong Hospital,Jurong East Street 21,609606,1,2,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74386545497144,1.335533819151444,POINT (103.74386545497144 1.335533819151444)
Heavenly Wang - Novena Square 2,10,Novena Square 2,Sinaran Drive,307506,1,155,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84389213140564,1.3204296614524758,POINT (103.84389213140564 1.3204296614524758)
Heavenly Wang - One Marina Boulevard,1,One Marina Boulevard,Marina Boulevard,018989,B1,2,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85242873710239,1.2822876573305246,POINT (103.85242873710239 1.2822876573305246)
Heavenly Wang - Pasir Ris West Plaza,735,Pasir Ris West Plaza,Pasir Ris West,510735,1,342,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.9362721088329,1.379306517294171,POINT (103.9362721088329 1.379306517294171)
Heavenly Wang - Safra Mount Faber,2,Safra Mount Faber,Telok Blangah Way,098803,1,5,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81690972151944,1.2776963627560496,POINT (103.81690972151944 1.2776963627560496)
Heavenly Wang - Sengkang General Hospital,110,Sengkang General Hospital,Sengkang East Way,544886,1,1,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89300133613051,1.3942994115894494,POINT (103.89300133613051 1.3942994115894494)
Heavenly Wang - Takashimaya Shopping Centre,391B,Takashimaya Shopping Centre,Orchard Road,238874,B2,30,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83467612926874,1.302424165528814,POINT (103.83467612926874 1.302424165528814)
Heavenly Wang � Tanglin Mall,163,Tanglin Mall,Tanglin Road,247933,B1,127,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82385280098454,1.3048434322131601,POINT (103.82385280098454 1.3048434322131601)
Heavenly Wang - Terminal 1,80,Changi Airport Terminal 1,Airport Bouvelard,819642,2,3,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98970726054196,1.3624910042910547,POINT (103.98970726054196 1.3624910042910547)
Heavenly Wang - Toa Payoh,399,Toa Payoh,Lorong 2 Toa Payoh,319640,,,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84651378301726,1.336287064859186,POINT (103.84651378301726 1.336287064859186)
Hockhua Herbal Tea (118 Rivervale Plaza),118,118 Rivervale Plaza,Rivervale Drive,540118,1,K22,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90155802756351,1.3849320203292814,POINT (103.90155802756351 1.3849320203292814)
Hockhua Herbal Tea (Clementi Mall),3155,Clementi Mall,Commonwealth Aveneue West,129588,B1,"5, 6",K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.76424820566152,1.3148532180225951,POINT (103.76424820566152 1.3148532180225951)
Hockhua Herbal Tea (Hougang Mall),90,Hougang Mall,Hougang Avenue 10,538766,B1,13,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89366161203019,1.3723118564295886,POINT (103.89366161203019 1.3723118564295886)
Hockhua Herbal Tea (Northpoint City),930,Northpoint City,Yishun Avenue 2,769098,B2,148,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83577649668752,1.4296984796948546,POINT (103.83577649668752 1.4296984796948546)
Hockhua Herbal Tea (Oasis Terraces),681,Oasis Terraces,Punggol Drive,820681,B1,8,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.91319574883553,1.402878453194937,POINT (103.91319574883553 1.402878453194937)
Hockhua Tonic (101 Yishun Ave 5),101,101 Yishun Ave 5,Yishun Avenue 5,760101,1,83,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82761867421422,1.4305323090416664,POINT (103.82761867421422 1.4305323090416664)
Hockhua Tonic (118 Rivervale Drive),118,118 Rivervale Drive,Rivervale Drive,540118,1,26,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90155802756351,1.3849320203292814,POINT (103.90155802756351 1.3849320203292814)
Hockhua Tonic (152 Serangoon North),152,152 Serangoon North,Serangoon North Avenue 1,550152,1,318,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87261399959452,1.3693472674797755,POINT (103.87261399959452 1.3693472674797755)
Hockhua Tonic (164 Bukit Merah Central),164,164 Bukit Merah Central,Bukit Merah Central,150164,1,3649,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81675692093991,1.2834067496691774,POINT (103.81675692093991 1.2834067496691774)
Hockhua Tonic (19 Marsiling Lane),19,19 Marsiling Lane,Masiling Lane,730019,1,297,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.77729423085499,1.4432820337335908,POINT (103.77729423085499 1.4432820337335908)
Hockhua Tonic (190 Toa Payoh),190,190 Toa Payoh,Lorong 6 Toa Payoh,310190,1,510,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84796542521939,1.3329756209903547,POINT (103.84796542521939 1.3329756209903547)
Hockhua Tonic (203 Hougang Street 21),203,203 Hougang Street 21,Hougang Street 21,530203,1,61,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88440027649519,1.3581629330006395,POINT (103.88440027649519 1.3581629330006395)
Hockhua Tonic (21 Ghim Moh),21,21 Ghim Moh,Ghim Moh Road,270021,1,185,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7885328975435,1.310081173895362,POINT (103.7885328975435 1.310081173895362)
Hockhua Tonic (27 Bendemeer Road),27,27 Bendemeer Road,Bendemeer Road,330027,1,639,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.86281582936284,1.3188381529760669,POINT (103.86281582936284 1.3188381529760669)
Hockhua Tonic (293 Yishun Street 22),293,293 Yishun Street 22,Yishun Street 22,760293,1,255,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83760523818935,1.4361142462971692,POINT (103.83760523818935 1.4361142462971692)
Hockhua Tonic (375 Bukit Batok),375,375 Bukit Batok,Bukit Batok Street 31,650375,1,128,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7501002443896,1.3586265825772672,POINT (103.7501002443896 1.3586265825772672)
Hockhua Tonic (410 Ang Mo Kio Ave 10),410,410 Ang Mo Kio Ave 10,Ang Mo Kio Avenue 10,560410,1,833,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85464498781606,1.36271541400666,POINT (103.85464498781606 1.36271541400666)
Hockhua Tonic (492 Jurong West),492,492 Jurong West,Jurong West Street 41,640492,1,68,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.72459870145387,1.3501124364593455,POINT (103.72459870145387 1.3501124364593455)
Hockhua Tonic (531 Ang Mo Kio Ave 10),531,531 Ang Mo Kio Ave 10,Ang Mo Kio Avenue 10,560531,1,2435,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85438223489915,1.3733298733922592,POINT (103.85438223489915 1.3733298733922592)
