eatery_name,block,building_name,street_name,postal_code,floor_no,unit_no,address_type,description,hyperlink,photo_url,lon,lat,geometry
Hockhua Tonic (57 Bedok),57,57 Bedok,New Upper Changi Road,461057,1,1342,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94156870480364,1.3242455327283418,POINT (103.94156870480364 1.3242455327283418)
Hockhua Tonic (631 Bedok Reservoir),631,631 Bedok Reservoir,Bedok Reservoir Road,470631,1,948,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.91494183652323,1.3329587272307153,POINT (103.91494183652323 1.3329587272307153)
Hockhua Tonic (684 Hougang),684,684 Hougang,Hougang Avenue 8,530684,1,961,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88689846089684,1.373958402919642,POINT (103.88689846089684 1.373958402919642)
Hockhua Tonic (727 Clementi West),727,727 Clementi West,Clementi West Street 2,120727,1,244,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7633936617376,1.3043454224793793,POINT (103.7633936617376 1.3043454224793793)
Hockhua Tonic (829 Tampines Street 81),829,829 Tampines Street 81,Tampines Street 81,520829,1,290,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.93491251741769,1.3492241931409406,POINT (103.93491251741769 1.3492241931409406)
Hockhua Tonic (84 Bedok North),84,84 Bedok North,Bedok North Street 4,460084,1,47,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.93920840517626,1.3317824413860726,POINT (103.93920840517626 1.3317824413860726)
Hockhua Tonic (888 Woodlands Drive),888,888 Woodlands Drive,Woodlands Drive 50,730888,1,735A,K,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79513673624663,1.437679197108461,POINT (103.79513673624663 1.437679197108461)
Burger King - Viva Business Park,750A,Viva Business Park,Chai Chee Road,469000,1,2,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.92210296099049,1.3236517201379703,POINT (103.92210296099049 1.3236517201379703)
Burger King - VivoCity,1,Vivocity,Harbourfront Walk,098585,2,"80, 81",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.82158925490758,1.2638958023182996,POINT (103.82158925490758 1.2638958023182996)
Burger King - Waterway Point,83,Waterway Point,Punggol Central,828761,1,26,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.90198817400872,1.4065361072059912,POINT (103.90198817400872 1.4065361072059912)
Burger King - West Coast Community Centre,2,West Coast Community Centre,Clementi West Street 2,129605,1,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7648320774733,1.3026455597907758,POINT (103.7648320774733 1.3026455597907758)
Burger King - West Mall,1,West Mall,Bukit Batok Central Link,658713,1,"28, 29, 30",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74902198003052,1.3501891598296702,POINT (103.74902198003052 1.3501891598296702)
Burger King - Wisteria Mall,598,Wisteria Mall,Yishun Ring Road,768698,1,"31, 32",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84123645977593,1.4179992555656573,POINT (103.84123645977593 1.4179992555656573)
Burger King - Woodlands North Coast,1,Woodlands North Coast,North Coast Avenue,737663,1,4,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79138374753168,1.446543476487771,POINT (103.79138374753168 1.446543476487771)
Burger King - Woodleigh Mall,11,Woodleigh Mall,Bidadari Park Drive,367803,B1,1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87167001564892,1.3387306540844872,POINT (103.87167001564892 1.3387306540844872)
Burger King - Yew Tee Point,21,Yew Tee Point,Choa Chua Kang North 6,689578,B1,"29, 30",Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.74644320796418,1.3969699225975805,POINT (103.74644320796418 1.3969699225975805)
Burger King - Yishun Town Square,3,Yishun Town Square,North Point Drive,768020,1,3,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8362614414943,1.426260433285914,POINT (103.8362614414943 1.426260433285914)
Cali Park Avenue Changi,2,,Changi Business Park Avenue 1,486015,1,0,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.96302401631051,1.335764055858203,POINT (103.96302401631051 1.335764055858203)
"Cali, Ascott Raffles Place",2,,Finlayson Green,049247,2,1,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8515444010207,1.282084547079614,POINT (103.8515444010207 1.282084547079614)
"Cali, Citadines Balestier 
(previously known as My Caf� & Bar)",207,,Balestier Road,329683,1,2,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85230135532919,1.3209539581773997,POINT (103.85230135532919 1.3209539581773997)
"Cali, Park Avenue Rochester",31,,Rochester Drive,138637,1,1,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7883473785124,1.305351204212579,POINT (103.7883473785124 1.305351204212579)
Callery's - Sin Ming Lane,20,,Sin Ming Lane,573968,3,65,D,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83335605177773,1.3580951900464004,POINT (103.83335605177773 1.3580951900464004)
Casserole Catering Services Pte. Ltd.,17,,Chin Bee Crescent,619898,,,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.71285926326577,1.3373735073377706,POINT (103.71285926326577 1.3373735073377706)
Casuarina Curry,187,,Macpherson Road,348545,,,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.87546724393052,1.330396263865811,POINT (103.87546724393052 1.330396263865811)
Catering Culture Pte. Ltd.,3017,,Bedok North Street 5,486121,1,2,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.9460455088077,1.337027008215844,POINT (103.9460455088077 1.337027008215844)
CCT Enterprise Pte. Ltd. - PSA Pasir Panjang Terminal Building 1,33,PSA Pasir Panjang Terminal Building 1,Habour Drive,117606,,,I,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7690968144275,1.2757582120112099,POINT (103.7690968144275 1.2757582120112099)
CCT Enterprise Pte. Ltd. - PSA Pasir Panjang Terminal Building 2,33,PSA Pasir Panjang Terminal Building 2,Habour Drive,117606,,,I,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7690968144275,1.2757582120112099,POINT (103.7690968144275 1.2757582120112099)
CCT Enterprise Pte. Ltd. - PSA Pasir Panjang Terminal Building 3,33,PSA Pasir Panjang Terminal Building 3,Habour Drive,117606,,,I,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7690968144275,1.2757582120112099,POINT (103.7690968144275 1.2757582120112099)
CCT Enterprise Pte. Ltd. - PSA Pasir Panjang Terminal Mantenance Base,33,PSA Pasir Panjang Terminal Maintenance Base,Habour Drive,117606,,,I,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7690968144275,1.2757582120112099,POINT (103.7690968144275 1.2757582120112099)
CHICKY FUN@ TIMBRE,1,TIMBRE,Expo Drive,486150,1,123,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.956968589855,1.3325076513738192,POINT (103.956968589855 1.3325076513738192)
CHICKY FUN@ JURONG POINT CANTINE,1,Jurong Point Cantine,Jurong Point Central,648886,B1,42,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.70646088413002,1.3398301525794094,POINT (103.70646088413002 1.3398301525794094)
CHICKY FUN @CHINATOWN,5,Chinatown,Banda Street,050005,1,52,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84343732048109,1.2811973622742296,POINT (103.84343732048109 1.2811973622742296)
CHICKY FUN Fusionopolis,1,Fusionopolis,Fusionopolis Way,138632,B1,24,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78740406092639,1.299294055730762,POINT (103.78740406092639 1.299294055730762)
CHICKY FUN@CHANGI GENERAL HOSPITAL,2,Changi General Hospital,Simei Street 3,529889,1,20,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94929439368703,1.340684739736665,POINT (103.94929439368703 1.340684739736665)
CHICKY FUN@CONNECTION2,168,Connection2,Jalan Bukit Merah,150168,1,6,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.81845161106838,1.2830330684442868,POINT (103.81845161106838 1.2830330684442868)
CHICKY FUN@GREENWICH,1,Greenwich,Seletar Road,807011,1,"9, 10",C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.86913598289141,1.3873953800114678,POINT (103.86913598289141 1.3873953800114678)
CHICKY FUN@ SINGAPORE GENERAL HOSPITAL,6,Singapore General Hospital,Outram Road,169608,1,9,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.8307217776313,1.2799396824699967,POINT (103.8307217776313 1.2799396824699967)
Chilli Api - Shimei East Kitchen,3015,Simei East Kitchen,Bedok North Street 5,486350,6,27,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.94742905026176,1.3367509405404536,POINT (103.94742905026176 1.3367509405404536)
Choo Catering Pte Ltd,5,,Mandai Link,728654,4,5,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.7582419255292,1.409596424784895,POINT (103.7582419255292 1.409596424784895)
Collin's - Changi Airport,65,Changi Airport,Airport Bouvelard,819663,3,21,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.98516965326814,1.3543707361736084,POINT (103.98516965326814 1.3543707361736084)
Collin's - Cineleisure,8,Cineleisure,Grange Road,239695,B1,"8, 9",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83640675534242,1.3014926402366962,POINT (103.83640675534242 1.3014926402366962)
Collin's - Jubilee,61,Jubilee,Ang Mo Kio Avenue 8,569814,1,"7, 8, 9, 10",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84768300838783,1.371763980457622,POINT (103.84768300838783 1.371763980457622)
Collin's - Marina Square,6,Marina Square,Raffles Boulevard,039594,1,"204, 205",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85700734100752,1.2914552590652129,POINT (103.85700734100752 1.2914552590652129)
Collin's - Northpoint,930,Northpoint,Yishun Avenue 2,768159,1,"113, 114",R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.84300121665875,1.4362525322814854,POINT (103.84300121665875 1.4362525322814854)
Collin's - Paya Lebar Quarter,10,Paya Lebar Quarter,Paya Lebar Road,409057,B1,1,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.89272443421159,1.3175238412685593,POINT (103.89272443421159 1.3175238412685593)
Continental Delight Catering Services Pte. Ltd.,21,,Second Chin Bee Road,618780,,,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.71340214665086,1.33331636200691,POINT (103.71340214665086 1.33331636200691)
Copper Chimney - Syed Alwi Road,100,,Syed Alwi Road,207676,1,0,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85527564170557,1.3096008773587955,POINT (103.85527564170557 1.3096008773587955)
Curry Mahal Catering Pte Ltd,3017,,Bedok North Street 5,486121,1,12,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.9460455088077,1.337027008215844,POINT (103.9460455088077 1.337027008215844)
Da Paolo Gastronomia - Battery Road,6,,Battery Road,049909,1,K1,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85176406672596,1.28546633021198,POINT (103.85176406672596 1.28546633021198)
Da Paolo Gastronomia - Raffles @ Holland V,118,Raffles @ Holland V,Holland Avenue Raffles,278997,1,6,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.79610520953564,1.31052977390618,POINT (103.79610520953564 1.31052977390618)
Da Paolo Gastronomia - The Shoppes @ Marina Bay Sands,2,The Shoppes @ Marina Bay Sands,Bayfront Avenue,018972,1,87,Q,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85762911344149,1.2833224930431235,POINT (103.85762911344149 1.2833224930431235)
Delcie's - Whampoa West,34,,Whampoa West,330034,1,83,B,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.86334127375302,1.3205016944717725,POINT (103.86334127375302 1.3205016944717725)
Deli Hub Catering Pte.Ltd.,1,,Enterprise Road,629813,,,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.70788035009794,1.3324258009191887,POINT (103.70788035009794 1.3324258009191887)
Delifrance - KK Hospital,10,KK Hospital,Pandan Crescent,128466,5,1,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.75927593196079,1.3055642202101985,POINT (103.75927593196079 1.3055642202101985)
Delizio Catering Pte. Ltd.,5,,Burn Road,369972,3,1,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.88500840766446,1.3352466269429775,POINT (103.88500840766446 1.3352466269429775)
D'Fine Catering - Headquarter,20,,Bukit Batok Crescent,658080,13,5,E,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.75705675608675,1.3385816243041446,POINT (103.75705675608675 1.3385816243041446)
Dian Xiao Er - Bedok Mall,311,Bedok Mall,New Upper Changi Road,467360,1,73,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.92918207824476,1.3247936071073965,POINT (103.92918207824476 1.3247936071073965)
Dian Xiao Er - Causeway Point,1,Causeway Point,Woodlands Square,738099,5,11,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78568873923535,1.4360078451714806,POINT (103.78568873923535 1.4360078451714806)
Dian Xiao Er - City Square Mall,180,City Square Mall,Kitchener Road,208539,3,37,R,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85642177190559,1.311305164797135,POINT (103.85642177190559 1.311305164797135)
Toast Box - City Square Mall,180,City Square Mall,Kitchener Road,208539,1,42/43,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.85642177190559,1.311305164797135,POINT (103.85642177190559 1.311305164797135)
Toast Box - Causeway Point L4,1,Causeway Point,Woodlands Square,738099,4,1-Apr,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.78568873923535,1.4360078451714806,POINT (103.78568873923535 1.4360078451714806)
Toast Box - Shaw Lido,350,Shaw Lido,Orchard Road,238868,B1,03,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83150736707516,1.3058098157266076,POINT (103.83150736707516 1.3058098157266076)
Toast Box - Northpoint City,930,Northpoint City,Yishun Avenue 2,769098,1,49,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.83577649668752,1.4296984796948546,POINT (103.83577649668752 1.4296984796948546)
Toast Box - Alexandra Central,321,Alexandra Central,Alexandra Road,159971,1,02,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.80525338606498,1.2874770751884337,POINT (103.80525338606498 1.2874770751884337)
Toast Box - Greenwich Village,1,Greenwich Village,Seletar Road,807011,1,06,C,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,103.86913598289141,1.3873953800114678,POINT (103.86913598289141 1.3873953800114678)
